siparis_no,tarih,musteri_id,sehir,kategori,urun_adi,adet,birim_fiyat,tutar,odeme_yontemi,durum
S11077,2026-07-02,M0740,İstanbul,Ev Yaşam,Termos,1,449,449,Banka Kartı,Tamamlandı
S11078,2026-07-03,M0297,Antalya,Kozmetik,Şampuan,2,159,318,Banka Kartı,Tamamlandı
S11078,2026-07-03,M0297,Antalya,Elektronik,Kablosuz Kulaklık,1,1299,1299,Banka Kartı,Tamamlandı
S11079,2026-07-03,M0465,Ankara,Ev Yaşam,Tencere Seti,1,3299,3299,Kredi Kartı,Tamamlandı
S11080,2026-07-03,M0350,İstanbul,Ev Yaşam,Tencere Seti,1,3299,3299,Kredi Kartı,Tamamlandı
S11081,2026-07-03,M0776,İstanbul,Kozmetik,Güneş Kremi,1,459,459,Kredi Kartı,Tamamlandı
S11081,2026-07-03,M0776,İstanbul,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S11082,2026-07-03,M0122,İstanbul,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kredi Kartı,Tamamlandı
S11083,2026-07-03,M0109,Konya,Elektronik,Tablet,2,8999,17998,Banka Kartı,Tamamlandı
S11084,2026-07-03,M0041,Konya,Elektronik,Tablet,1,8999,8999,Kredi Kartı,Tamamlandı
S11084,2026-07-03,M0041,Konya,Kitap,Kişisel Gelişim Kitabı,2,229,458,Kredi Kartı,Tamamlandı
S11085,2026-07-03,M0851,Ankara,Kitap,Roman,3,189,567,Kapıda Ödeme,Tamamlandı
S11085,2026-07-03,M0851,Ankara,Elektronik,Kablosuz Kulaklık,1,1299,1299,Kapıda Ödeme,Tamamlandı
S11086,2026-07-04,M0763,Antalya,Ev Yaşam,Nevresim Takımı,2,1149,2298,Banka Kartı,Tamamlandı
S11087,2026-07-04,M0796,İstanbul,Elektronik,Kablosuz Kulaklık,2,1299,2598,Banka Kartı,Tamamlandı
S11087,2026-07-04,M0796,İstanbul,Elektronik,Bluetooth Hoparlör,2,1799,3598,Banka Kartı,Tamamlandı
S11088,2026-07-04,M0650,İzmir,Kitap,Roman,1,189,189,Kredi Kartı,Tamamlandı
S11089,2026-07-04,M0497,Antalya,Elektronik,Oyuncu Kulaklığı,3,1899,5697,Banka Kartı,Tamamlandı
S11090,2026-07-04,M0768,İstanbul,Kozmetik,Şampuan,1,159,159,Kredi Kartı,Tamamlandı
S11091,2026-07-04,M0629,Ankara,Ev Yaşam,Masa Lambası,1,649,649,Banka Kartı,Tamamlandı
S11091,2026-07-04,M0629,Ankara,Giyim,Mont,1,2299,2299,Banka Kartı,Tamamlandı
S11092,2026-07-04,M0402,İzmir,Giyim,Kazak,3,749,2247,Kredi Kartı,Tamamlandı
S11093,2026-07-04,M0430,Trabzon,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S11093,2026-07-04,M0430,Trabzon,Kozmetik,Şampuan,2,159,318,Kredi Kartı,Tamamlandı
S11094,2026-07-04,M0825,Adana,Elektronik,Mekanik Klavye,1,2499,2499,Banka Kartı,Tamamlandı
S11094,2026-07-04,M0825,Adana,Giyim,Tişört,1,349,349,Banka Kartı,Tamamlandı
S11095,2026-07-04,M0422,Ankara,Kitap,Roman,2,189,378,Kredi Kartı,Tamamlandı
S11096,2026-07-04,M0839,İstanbul,Kitap,Kişisel Gelişim Kitabı,2,229,458,Kredi Kartı,Tamamlandı
S11097,2026-07-04,M0629,İzmir,Kitap,Roman,1,189,189,Kredi Kartı,Tamamlandı
S11098,2026-07-05,M0342,Konya,Kozmetik,Şampuan,1,159,159,Havale/EFT,Tamamlandı
S11099,2026-07-05,M0161,Antalya,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S11099,2026-07-05,M0161,Antalya,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kredi Kartı,Tamamlandı
S11100,2026-07-05,M0774,Konya,Ev Yaşam,Kahve Makinesi,1,2199,2199,Kredi Kartı,Tamamlandı
S11101,2026-07-05,M0791,Bursa,Spor,Yoga Matı,1,399,399,Kredi Kartı,Tamamlandı
S11101,2026-07-05,M0791,Bursa,Kitap,Çocuk Kitabı,1,149,149,Kredi Kartı,Tamamlandı
S11102,2026-07-05,M0721,Antalya,Spor,Dambıl Seti,1,1249,1249,Kredi Kartı,Tamamlandı
S11103,2026-07-05,M0812,Ankara,Spor,Yoga Matı,2,399,798,Havale/EFT,Tamamlandı
S11103,2026-07-05,M0812,Ankara,Ev Yaşam,Kahve Makinesi,4,2199,8796,Havale/EFT,Tamamlandı
S11104,2026-07-05,M0386,İstanbul,Ev Yaşam,Termos,3,449,1347,Kredi Kartı,Tamamlandı
S11104,2026-07-05,M0386,İstanbul,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S11104,2026-07-05,M0386,İstanbul,Giyim,Tişört,1,349,349,Kredi Kartı,Tamamlandı
S11105,2026-07-05,M0026,Ankara,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S11106,2026-07-05,M0086,İstanbul,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kredi Kartı,Tamamlandı
S11106,2026-07-05,M0086,İstanbul,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S11107,2026-07-06,M0319,Bursa,Kozmetik,Şampuan,3,159,477,Havale/EFT,Tamamlandı
S11108,2026-07-06,M0215,Bursa,Giyim,Spor Ayakkabı,1,1899,1899,Havale/EFT,Tamamlandı
S11109,2026-07-06,M0527,İzmir,Kitap,Kişisel Gelişim Kitabı,1,229,229,Banka Kartı,Tamamlandı
S11109,2026-07-06,M0527,İzmir,Elektronik,Bluetooth Hoparlör,1,1799,1799,Banka Kartı,Tamamlandı
S11110,2026-07-06,M0891,Trabzon,Elektronik,Tablet,1,8999,8999,Kredi Kartı,Tamamlandı
S11111,2026-07-06,M0561,Ankara,Kitap,Çocuk Kitabı,3,149,447,Kredi Kartı,Tamamlandı
S11112,2026-07-06,M0331,İzmir,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S11112,2026-07-06,M0331,İzmir,Kozmetik,Şampuan,1,159,159,Kredi Kartı,Tamamlandı
S11113,2026-07-06,M0339,Konya,Elektronik,Bluetooth Hoparlör,2,1799,0,Banka Kartı,İade
S11113,2026-07-06,M0339,Konya,Giyim,Kot Pantolon,1,899,899,Banka Kartı,Tamamlandı
S11114,2026-07-07,M0320,Bursa,Ev Yaşam,Kahve Makinesi,2,2199,4398,Kredi Kartı,Tamamlandı
S11115,2026-07-07,M0069,Ankara,Kozmetik,Güneş Kremi,1,459,459,Banka Kartı,Tamamlandı
S11116,2026-07-07,M0889,Ankara,Kozmetik,Güneş Kremi,1,459,459,Banka Kartı,Tamamlandı
S11117,2026-07-07,M0208,İstanbul,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S11117,2026-07-07,M0208,İstanbul,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S11118,2026-07-07,M0607,İzmir,Kozmetik,Güneş Kremi,1,459,0,Kapıda Ödeme,İade
S11118,2026-07-07,M0607,İzmir,Giyim,Mont,3,2299,6897,Kapıda Ödeme,Tamamlandı
S11119,2026-07-08,M0001,İstanbul,Ev Yaşam,Termos,2,449,898,Havale/EFT,Tamamlandı
S11120,2026-07-08,M0513,Antalya,Kozmetik,Şampuan,1,159,159,Kredi Kartı,Tamamlandı
S11121,2026-07-08,M0325,İzmir,Kitap,Çocuk Kitabı,2,149,298,Havale/EFT,Tamamlandı
S11121,2026-07-08,M0325,İzmir,Spor,Dambıl Seti,1,1249,1249,Havale/EFT,Tamamlandı
S11122,2026-07-08,M0702,İstanbul,Elektronik,Oyuncu Kulaklığı,2,1899,3798,Havale/EFT,Tamamlandı
S11122,2026-07-08,M0702,İstanbul,Giyim,Tişört,1,349,349,Havale/EFT,Tamamlandı
S11123,2026-07-08,M0196,Ankara,Elektronik,Bluetooth Hoparlör,1,1799,0,Kredi Kartı,İade
S11123,2026-07-08,M0196,Ankara,Giyim,Kot Pantolon,1,899,899,Kredi Kartı,Tamamlandı
S11124,2026-07-08,M0014,İzmir,Ev Yaşam,Kahve Makinesi,2,2199,4398,Kredi Kartı,Tamamlandı
S11125,2026-07-08,M0641,İstanbul,Kozmetik,Nemlendirici Krem,1,399,399,Banka Kartı,Tamamlandı
S11126,2026-07-08,M0178,Ankara,Spor,Yoga Matı,1,399,399,Havale/EFT,Tamamlandı
S11126,2026-07-08,M0178,Ankara,Elektronik,Tablet,3,8999,26997,Havale/EFT,Tamamlandı
S11127,2026-07-09,M0430,Antalya,Kozmetik,Nemlendirici Krem,2,399,798,Kredi Kartı,Tamamlandı
S11128,2026-07-09,M0874,İstanbul,Spor,Dambıl Seti,1,1249,1249,Banka Kartı,Tamamlandı
S11129,2026-07-09,M0601,Bursa,Kozmetik,Nemlendirici Krem,2,399,798,Kredi Kartı,Tamamlandı
S11130,2026-07-09,M0198,Antalya,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S11130,2026-07-09,M0198,Antalya,Ev Yaşam,Kahve Makinesi,2,2199,4398,Kredi Kartı,Tamamlandı
S11131,2026-07-09,M0004,İstanbul,Ev Yaşam,Tencere Seti,1,3299,3299,Banka Kartı,Tamamlandı
S11132,2026-07-09,M0091,İstanbul,Elektronik,Oyuncu Mouse,4,899,3596,Kredi Kartı,Tamamlandı
S11132,2026-07-09,M0091,İstanbul,Spor,Yoga Matı,1,399,399,Kredi Kartı,Tamamlandı
S11133,2026-07-09,M0742,Konya,Kitap,Çocuk Kitabı,2,149,298,Kredi Kartı,Tamamlandı
S11133,2026-07-09,M0742,Konya,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S11134,2026-07-09,M0579,İstanbul,Kitap,Roman,1,189,189,Kredi Kartı,Tamamlandı
S11135,2026-07-10,M0593,Ankara,Spor,Dambıl Seti,1,1249,1249,Havale/EFT,Tamamlandı
S11136,2026-07-10,M0600,Ankara,Kozmetik,Nemlendirici Krem,2,399,798,Kredi Kartı,Tamamlandı
S11137,2026-07-10,M0213,Ankara,Kozmetik,Nemlendirici Krem,1,399,399,Kapıda Ödeme,Tamamlandı
S11138,2026-07-10,M0224,Ankara,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S11139,2026-07-10,M0382,İzmir,Giyim,Kot Pantolon,1,899,899,Banka Kartı,Tamamlandı
S11139,2026-07-10,M0382,İzmir,Elektronik,Bluetooth Hoparlör,1,1799,1799,Banka Kartı,Tamamlandı
S11139,2026-07-10,M0382,İzmir,Elektronik,Akıllı Saat,1,3499,3499,Banka Kartı,Tamamlandı
S11140,2026-07-10,M0771,İstanbul,Ev Yaşam,Termos,1,449,449,Havale/EFT,Tamamlandı
S11141,2026-07-11,M0259,Bursa,Giyim,Kot Pantolon,3,899,2697,Banka Kartı,Tamamlandı
S11142,2026-07-11,M0520,İstanbul,Ev Yaşam,Termos,1,449,449,Kredi Kartı,Tamamlandı
S11143,2026-07-11,M0308,Adana,Elektronik,Oyuncu Kulaklığı,2,1899,3798,Kapıda Ödeme,Tamamlandı
S11143,2026-07-11,M0308,Adana,Giyim,Kazak,4,749,2996,Kapıda Ödeme,Tamamlandı
S11143,2026-07-11,M0308,Adana,Kozmetik,Güneş Kremi,1,459,459,Kapıda Ödeme,Tamamlandı
S11144,2026-07-11,M0001,Bursa,Giyim,Kot Pantolon,2,899,1798,Kredi Kartı,Tamamlandı
S11145,2026-07-11,M0742,İstanbul,Giyim,Tişört,1,349,349,Banka Kartı,Tamamlandı
S11145,2026-07-11,M0742,İstanbul,Kozmetik,Şampuan,3,159,477,Banka Kartı,Tamamlandı
S11146,2026-07-11,M0852,Ankara,Giyim,Mont,3,2299,6897,Kredi Kartı,Tamamlandı
S11146,2026-07-11,M0852,Ankara,Giyim,Mont,2,2299,4598,Kredi Kartı,Tamamlandı
S11146,2026-07-11,M0852,Ankara,Ev Yaşam,Termos,1,449,449,Kredi Kartı,Tamamlandı
S11147,2026-07-11,M0601,İstanbul,Giyim,Mont,1,2299,0,Havale/EFT,İade
S11148,2026-07-11,M0614,Bursa,Elektronik,Mekanik Klavye,1,2499,2499,Kapıda Ödeme,Tamamlandı
S11148,2026-07-11,M0614,Bursa,Giyim,Spor Ayakkabı,1,1899,1899,Kapıda Ödeme,Tamamlandı
S11149,2026-07-11,M0397,Bursa,Kitap,Roman,1,189,189,Kredi Kartı,Tamamlandı
S11150,2026-07-11,M0109,Ankara,Elektronik,Oyuncu Kulaklığı,2,1899,0,Kredi Kartı,İade
S11150,2026-07-11,M0109,Ankara,Giyim,Tişört,1,349,349,Kredi Kartı,Tamamlandı
S11151,2026-07-11,M0498,İzmir,Elektronik,Akıllı Saat,2,3499,6998,Banka Kartı,Tamamlandı
S11152,2026-07-12,M0515,Ankara,Ev Yaşam,Nevresim Takımı,2,1149,2298,Kredi Kartı,Tamamlandı
S11153,2026-07-12,M0545,Antalya,Elektronik,Oyuncu Kulaklığı,2,1899,3798,Havale/EFT,Tamamlandı
S11154,2026-07-12,M0528,Antalya,Elektronik,Mekanik Klavye,1,2499,2499,Banka Kartı,Tamamlandı
S11155,2026-07-12,M0376,İstanbul,Giyim,Spor Ayakkabı,2,1899,0,Banka Kartı,İade
S11156,2026-07-12,M0274,İstanbul,Giyim,Spor Ayakkabı,1,1899,1899,Kredi Kartı,Tamamlandı
S11157,2026-07-12,M0038,İzmir,Ev Yaşam,Kahve Makinesi,1,2199,2199,Kredi Kartı,Tamamlandı
S11158,2026-07-12,M0282,Ankara,Kitap,Çocuk Kitabı,3,149,447,Kredi Kartı,Tamamlandı
S11158,2026-07-12,M0282,Ankara,Ev Yaşam,Kahve Makinesi,1,2199,2199,Kredi Kartı,Tamamlandı
S11159,2026-07-12,M0624,Trabzon,Giyim,Kazak,1,749,749,Banka Kartı,Tamamlandı
S11159,2026-07-12,M0624,Trabzon,Kozmetik,Nemlendirici Krem,1,399,399,Banka Kartı,Tamamlandı
S11160,2026-07-12,M0264,Bursa,Kitap,Çocuk Kitabı,2,149,298,Banka Kartı,Tamamlandı
S11161,2026-07-12,M0311,İzmir,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S11161,2026-07-12,M0311,İzmir,Kitap,Roman,2,189,378,Kredi Kartı,Tamamlandı
S11162,2026-07-13,M0514,Bursa,Kozmetik,Nemlendirici Krem,1,399,0,Banka Kartı,İade
S11162,2026-07-13,M0514,Bursa,Giyim,Kot Pantolon,1,899,899,Banka Kartı,Tamamlandı
S11162,2026-07-13,M0514,Bursa,Kitap,Roman,1,189,0,Banka Kartı,İade
S11163,2026-07-13,M0333,İstanbul,Kozmetik,Nemlendirici Krem,1,399,399,Banka Kartı,Tamamlandı
S11163,2026-07-13,M0333,İstanbul,Ev Yaşam,Termos,1,449,449,Banka Kartı,Tamamlandı
S11164,2026-07-13,M0328,Ankara,Kozmetik,Parfüm,2,1599,3198,Kredi Kartı,Tamamlandı
S11165,2026-07-13,M0262,Ankara,Elektronik,Bluetooth Hoparlör,4,1799,7196,Banka Kartı,Tamamlandı
S11166,2026-07-14,M0312,İstanbul,Elektronik,Oyuncu Mouse,1,899,899,Kredi Kartı,Tamamlandı
S11166,2026-07-14,M0312,İstanbul,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S11167,2026-07-14,M0570,Bursa,Ev Yaşam,Nevresim Takımı,3,1149,3447,Kapıda Ödeme,Tamamlandı
S11168,2026-07-14,M0406,İstanbul,Elektronik,Mekanik Klavye,2,2499,4998,Kapıda Ödeme,Tamamlandı
S11169,2026-07-14,M0411,İzmir,Kitap,Roman,2,189,378,Kredi Kartı,Tamamlandı
S11170,2026-07-14,M0681,Adana,Giyim,Tişört,1,349,349,Kapıda Ödeme,Tamamlandı
S11170,2026-07-14,M0681,Adana,Ev Yaşam,Termos,2,449,898,Kapıda Ödeme,Tamamlandı
S11171,2026-07-14,M0895,İstanbul,Giyim,Tişört,1,349,349,Kredi Kartı,Tamamlandı
S11172,2026-07-14,M0393,İzmir,Elektronik,Kablosuz Kulaklık,1,1299,1299,Kredi Kartı,Tamamlandı
S11173,2026-07-15,M0516,Trabzon,Kitap,Roman,1,189,189,Banka Kartı,Tamamlandı
S11173,2026-07-15,M0516,Trabzon,Ev Yaşam,Kahve Makinesi,1,2199,2199,Banka Kartı,Tamamlandı
S11174,2026-07-15,M0809,İzmir,Spor,Yoga Matı,1,399,399,Banka Kartı,Tamamlandı
S11174,2026-07-15,M0809,İzmir,Elektronik,Oyuncu Kulaklığı,3,1899,5697,Banka Kartı,Tamamlandı
S11175,2026-07-15,M0301,İstanbul,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S11176,2026-07-15,M0182,Trabzon,Ev Yaşam,Nevresim Takımı,3,1149,3447,Kredi Kartı,Tamamlandı
S11177,2026-07-15,M0474,Bursa,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S11177,2026-07-15,M0474,Bursa,Giyim,Spor Ayakkabı,3,1899,5697,Kredi Kartı,Tamamlandı
S11178,2026-07-16,M0622,İzmir,Ev Yaşam,Masa Lambası,1,649,649,Kredi Kartı,Tamamlandı
S11179,2026-07-16,M0843,Bursa,Kitap,Kişisel Gelişim Kitabı,1,229,229,Kredi Kartı,Tamamlandı
S11180,2026-07-16,M0107,İstanbul,Kozmetik,Parfüm,1,1599,1599,Kredi Kartı,Tamamlandı
S11180,2026-07-16,M0107,İstanbul,Giyim,Kazak,2,749,1498,Kredi Kartı,Tamamlandı
S11181,2026-07-16,M0100,İstanbul,Kozmetik,Güneş Kremi,2,459,918,Banka Kartı,Tamamlandı
S11182,2026-07-17,M0706,Ankara,Ev Yaşam,Termos,2,449,898,Havale/EFT,Tamamlandı
S11182,2026-07-17,M0706,Ankara,Giyim,Mont,1,2299,2299,Havale/EFT,Tamamlandı
S11183,2026-07-17,M0299,İstanbul,Giyim,Spor Ayakkabı,2,1899,3798,Banka Kartı,Tamamlandı
S11184,2026-07-17,M0825,Bursa,Giyim,Spor Ayakkabı,1,1899,1899,Kredi Kartı,Tamamlandı
S11185,2026-07-17,M0311,İstanbul,Ev Yaşam,Tencere Seti,1,3299,3299,Kredi Kartı,Tamamlandı
S11186,2026-07-17,M0175,Trabzon,Ev Yaşam,Termos,1,449,449,Banka Kartı,Tamamlandı
S11187,2026-07-17,M0664,İstanbul,Kitap,Roman,3,189,567,Kredi Kartı,Tamamlandı
S11188,2026-07-18,M0285,İzmir,Elektronik,Bluetooth Hoparlör,1,1799,1799,Banka Kartı,Tamamlandı
S11189,2026-07-18,M0013,Antalya,Ev Yaşam,Nevresim Takımı,1,1149,1149,Havale/EFT,Tamamlandı
S11189,2026-07-18,M0013,Antalya,Giyim,Kot Pantolon,1,899,899,Havale/EFT,Tamamlandı
S11190,2026-07-18,M0567,Konya,Elektronik,Tablet,1,8999,8999,Havale/EFT,Tamamlandı
S11191,2026-07-18,M0251,İstanbul,Kozmetik,Parfüm,2,1599,3198,Banka Kartı,Tamamlandı
S11191,2026-07-18,M0251,İstanbul,Elektronik,Oyuncu Mouse,1,899,899,Banka Kartı,Tamamlandı
S11192,2026-07-18,M0195,Bursa,Elektronik,Akıllı Saat,1,3499,3499,Kapıda Ödeme,Tamamlandı
S11192,2026-07-18,M0195,Bursa,Kozmetik,Nemlendirici Krem,1,399,399,Kapıda Ödeme,Tamamlandı
S11192,2026-07-18,M0195,Bursa,Elektronik,Tablet,1,8999,8999,Kapıda Ödeme,Tamamlandı
S11193,2026-07-18,M0453,İstanbul,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S11194,2026-07-18,M0882,Adana,Kozmetik,Şampuan,2,159,318,Banka Kartı,Tamamlandı
S11195,2026-07-18,M0001,İstanbul,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S11196,2026-07-18,M0661,İstanbul,Giyim,Tişört,1,349,349,Havale/EFT,Tamamlandı
S11197,2026-07-19,M0775,Konya,Kitap,Kişisel Gelişim Kitabı,1,229,229,Kredi Kartı,Tamamlandı
S11198,2026-07-19,M0443,Bursa,Giyim,Spor Ayakkabı,2,1899,3798,Kredi Kartı,Tamamlandı
S11198,2026-07-19,M0443,Bursa,Elektronik,Mekanik Klavye,1,2499,2499,Kredi Kartı,Tamamlandı
S11199,2026-07-19,M0785,İzmir,Kozmetik,Şampuan,1,159,159,Kredi Kartı,Tamamlandı
S11200,2026-07-19,M0785,Ankara,Kozmetik,Nemlendirici Krem,1,399,399,Kredi Kartı,Tamamlandı
S11201,2026-07-19,M0610,Antalya,Kitap,Kişisel Gelişim Kitabı,2,229,458,Havale/EFT,Tamamlandı
S11202,2026-07-19,M0149,İstanbul,Giyim,Mont,1,2299,2299,Banka Kartı,Tamamlandı
S11202,2026-07-19,M0149,İstanbul,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Banka Kartı,Tamamlandı
S11203,2026-07-19,M0662,Antalya,Elektronik,Oyuncu Mouse,1,899,899,Kapıda Ödeme,Tamamlandı
S11203,2026-07-19,M0662,Antalya,Giyim,Mont,1,2299,2299,Kapıda Ödeme,Tamamlandı
S11204,2026-07-19,M0334,İzmir,Kozmetik,Nemlendirici Krem,1,399,399,Banka Kartı,Tamamlandı
S11204,2026-07-19,M0334,İzmir,Elektronik,Tablet,3,8999,26997,Banka Kartı,Tamamlandı
S11205,2026-07-19,M0048,Antalya,Kozmetik,Parfüm,4,1599,6396,Kredi Kartı,Tamamlandı
S11205,2026-07-19,M0048,Antalya,Elektronik,Kablosuz Kulaklık,1,1299,1299,Kredi Kartı,Tamamlandı
S11205,2026-07-19,M0048,Antalya,Ev Yaşam,Nevresim Takımı,1,1149,1149,Kredi Kartı,Tamamlandı
S11206,2026-07-19,M0076,İstanbul,Elektronik,Mekanik Klavye,1,2499,2499,Havale/EFT,Tamamlandı
S11207,2026-07-20,M0587,İzmir,Spor,Dambıl Seti,1,1249,1249,Banka Kartı,Tamamlandı
S11208,2026-07-20,M0892,Antalya,Spor,Dambıl Seti,1,1249,1249,Banka Kartı,Tamamlandı
S11209,2026-07-20,M0189,İstanbul,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kredi Kartı,Tamamlandı
S11210,2026-07-20,M0024,İstanbul,Spor,Dambıl Seti,2,1249,2498,Banka Kartı,Tamamlandı
S11211,2026-07-20,M0525,Ankara,Kitap,Çocuk Kitabı,1,149,149,Banka Kartı,Tamamlandı
S11211,2026-07-20,M0525,Ankara,Giyim,Mont,1,2299,2299,Banka Kartı,Tamamlandı
S11211,2026-07-20,M0525,Ankara,Elektronik,Bluetooth Hoparlör,1,1799,1799,Banka Kartı,Tamamlandı
S11212,2026-07-20,M0526,Adana,Kozmetik,Güneş Kremi,2,459,918,Kredi Kartı,Tamamlandı
S11212,2026-07-20,M0526,Adana,Giyim,Mont,1,2299,2299,Kredi Kartı,Tamamlandı
S11212,2026-07-20,M0526,Adana,Kozmetik,Şampuan,1,159,159,Kredi Kartı,Tamamlandı
S11213,2026-07-20,M0348,Ankara,Kitap,Çocuk Kitabı,1,149,149,Havale/EFT,Tamamlandı
S11213,2026-07-20,M0348,Ankara,Kozmetik,Nemlendirici Krem,1,399,399,Havale/EFT,Tamamlandı
S11214,2026-07-20,M0155,İstanbul,Giyim,Tişört,2,349,698,Kredi Kartı,Tamamlandı
S11214,2026-07-20,M0155,İstanbul,Ev Yaşam,Nevresim Takımı,3,1149,3447,Kredi Kartı,Tamamlandı
S11215,2026-07-21,M0157,İstanbul,Elektronik,Bluetooth Hoparlör,3,1799,5397,Kredi Kartı,Tamamlandı
S11216,2026-07-21,M0131,İzmir,Giyim,Mont,1,2299,2299,Kapıda Ödeme,Tamamlandı
S11217,2026-07-21,M0435,Trabzon,Kozmetik,Parfüm,3,1599,4797,Kredi Kartı,Tamamlandı
S11217,2026-07-21,M0435,Trabzon,Elektronik,Oyuncu Kulaklığı,1,1899,1899,Kredi Kartı,Tamamlandı
S11217,2026-07-21,M0435,Trabzon,Spor,Yoga Matı,1,399,399,Kredi Kartı,Tamamlandı
S11218,2026-07-21,M0204,İstanbul,Elektronik,Mekanik Klavye,3,2499,7497,Kredi Kartı,Tamamlandı
S11218,2026-07-21,M0204,İstanbul,Elektronik,Tablet,1,8999,8999,Kredi Kartı,Tamamlandı
S11219,2026-07-21,M0620,Ankara,Elektronik,Kablosuz Kulaklık,1,1299,1299,Kapıda Ödeme,Tamamlandı
S11220,2026-07-21,M0521,İstanbul,Spor,Yoga Matı,2,399,798,Kredi Kartı,Tamamlandı
S11221,2026-07-21,M0318,Antalya,Giyim,Kazak,1,749,749,Kredi Kartı,Tamamlandı
S11221,2026-07-21,M0318,Antalya,Giyim,Tişört,3,349,1047,Kredi Kartı,Tamamlandı
S11222,2026-07-22,M0145,Adana,Ev Yaşam,Kahve Makinesi,1,2199,2199,Kredi Kartı,Tamamlandı
S11223,2026-07-22,M0611,Antalya,Giyim,Tişört,1,349,349,Havale/EFT,Tamamlandı
S11223,2026-07-22,M0611,Antalya,Kitap,Çocuk Kitabı,2,149,298,Havale/EFT,Tamamlandı
S11224,2026-07-22,M0186,Ankara,Elektronik,Mekanik Klavye,1,2499,2499,Kapıda Ödeme,Tamamlandı
S11224,2026-07-22,M0186,Ankara,Spor,Dambıl Seti,1,1249,1249,Kapıda Ödeme,Tamamlandı
S11225,2026-07-22,M0030,Adana,Kitap,Roman,1,189,189,Kredi Kartı,Tamamlandı
S11225,2026-07-22,M0030,Adana,Ev Yaşam,Kahve Makinesi,1,2199,2199,Kredi Kartı,Tamamlandı
S11226,2026-07-22,M0095,Ankara,Ev Yaşam,Termos,3,449,1347,Kredi Kartı,Tamamlandı
S11226,2026-07-22,M0095,Ankara,Spor,Dambıl Seti,1,1249,1249,Kredi Kartı,Tamamlandı
S11226,2026-07-22,M0095,Ankara,Kitap,Roman,1,189,189,Kredi Kartı,Tamamlandı
S11227,2026-07-22,M0629,Bursa,Spor,Dambıl Seti,1,1249,1249,Kredi Kartı,Tamamlandı
S11228,2026-07-23,M0825,Konya,Elektronik,Akıllı Saat,3,3499,10497,Kredi Kartı,Tamamlandı
S11229,2026-07-23,M0232,İstanbul,Kozmetik,Nemlendirici Krem,1,399,399,Banka Kartı,Tamamlandı
S11230,2026-07-23,M0274,Antalya,Kozmetik,Şampuan,3,159,477,Kredi Kartı,Tamamlandı
S11231,2026-07-23,M0819,Ankara,Elektronik,Mekanik Klavye,1,2499,2499,Kredi Kartı,Tamamlandı
S11232,2026-07-23,M0166,Ankara,Spor,Yoga Matı,2,399,798,Kredi Kartı,Tamamlandı
S11233,2026-07-23,M0416,Ankara,Ev Yaşam,Kahve Makinesi,1,2199,2199,Kredi Kartı,Tamamlandı
S11233,2026-07-23,M0416,Ankara,Kitap,Kişisel Gelişim Kitabı,3,229,687,Kredi Kartı,Tamamlandı
S11234,2026-07-24,M0563,Ankara,Kozmetik,Nemlendirici Krem,2,399,798,Kredi Kartı,Tamamlandı
S11234,2026-07-24,M0563,Ankara,Elektronik,Bluetooth Hoparlör,1,1799,1799,Kredi Kartı,Tamamlandı
S11235,2026-07-24,M0850,İstanbul,Kitap,Roman,1,189,189,Banka Kartı,Tamamlandı
S11236,2026-07-24,M0085,Konya,Spor,Dambıl Seti,1,1249,1249,Kapıda Ödeme,Tamamlandı
S11237,2026-07-24,M0697,İstanbul,Giyim,Spor Ayakkabı,1,1899,1899,Kredi Kartı,Tamamlandı
S11237,2026-07-24,M0697,İstanbul,Ev Yaşam,Tencere Seti,1,3299,3299,Kredi Kartı,Tamamlandı
